date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2017-03-09,23.1,18.3,27.2,0,,,10.4,,1022.4,501
2017-03-10,23.4,18.9,30,0,,,6.8,,1019.2,
2017-03-11,23.5,20,28.3,0,,33,14.4,,1018.7,410
2017-03-12,24.1,20,28.3,33.8,,,11.9,,,212
2017-03-13,23.2,19.4,28.3,0,,,12.6,,1015.1,480
2017-03-14,22.9,16.7,25,10.2,,265,15.5,,1014.4,400
2017-03-15,17.6,13.9,21.1,0,,,14,,1020.6,634
2017-03-16,16.3,11.7,22.2,0,,,11.2,,1024.6,666
2017-03-17,18.2,13.9,24.4,0,,,12.6,,1026.4,
2017-03-18,20.9,17.8,25.6,0,,31,9.7,,1024.3,435
2017-03-19,21.3,15,28.3,0,,310,11.2,,1020.7,638
2017-03-20,21.3,17.2,25.6,0,,30,12.6,,1020.7,620
2017-03-21,21.6,17.2,26.1,0,,,9.4,,1020.8,639
2017-03-22,22,17.8,27.8,0,,,7.9,,1019.2,675
2017-03-23,23.2,18.9,29.4,29.7,,,13.7,,1021.3,
2017-03-24,22.7,20.6,26.7,15,,62,23,,1023.6,174
2017-03-25,23.5,20.6,27.2,1.8,,79,19.4,,1021.3,
2017-03-26,23.6,20.6,27.8,4.6,,77,15.5,,1018.8,301
2017-03-27,23.8,19.4,27.8,0,,,10.1,,1017.4,454
2017-03-28,23.6,19.4,28.3,0,,,7.2,,1016.5,571
2017-03-29,25.1,22.2,28.9,0,,,9.4,,1016.6,652
2017-03-30,24.9,21.7,28.9,0,,125,15.5,,1015.8,473
2017-03-31,25.9,23.3,30.6,0,,168,17.6,,1013.9,504
2017-04-01,26.6,23.3,31.1,0,,,9.4,,1016.1,445
2017-04-02,26.7,23.9,31.1,0,,,13.3,,1017.2,388
2017-04-03,26.7,25,29.4,0,,131,19.4,,1015.7,491
2017-04-04,26.9,23.9,30,0,,148,16.9,,1015.1,578
2017-04-05,26.7,23.9,30.6,0,,150,13.7,,1015.8,500
2017-04-06,27.7,20.6,32.8,0,,217,18,,1015,509
2017-04-07,21.7,17.2,25,0,,,15.5,,1017.5,703
2017-04-08,20.2,14.4,25.6,0,,,9.4,,1017.5,489
2017-04-09,22.8,18.3,27.2,0,,,15.1,,1018.5,288
2017-04-10,23.4,20,27.2,0,,,18.4,,1020.7,267
2017-04-11,23.8,20.6,27.2,0,,50,17.3,,1020.9,418
2017-04-12,24.3,21.1,28.9,1.5,,50,18,,1019.5,238
2017-04-13,24.4,22.2,27.8,0,,55,18.4,,1019.6,507
2017-04-14,24.6,21.7,28.3,0,,60,18.7,,1019.9,99
2017-04-15,25.2,23.3,28.9,0,,75,27,,1021.4,345
2017-04-16,24.8,22.2,27.2,0,,95,23.4,,1021.1,425
2017-04-17,24.9,22.8,27.2,0,,100,19.8,,1019.1,77
2017-04-18,25.5,22.8,28.3,0,,95,20.9,,1019.1,436
2017-04-19,25.4,23.3,28.3,0,,93,23,,1020.1,333
2017-04-20,24.9,22.8,27.2,0.5,,89,22.3,,1019.1,321
2017-04-21,24.7,22.8,27.8,0,,98,23,,1016.2,450
2017-04-22,25.3,23.3,28.3,0,,105,21.6,,1013.6,214
2017-04-23,24.2,21.7,26.7,52.8,,,9.7,,1009.5,60
2017-04-24,25.1,21.1,31.7,0,,269,14.8,,1008.2,525
2017-04-25,24.4,20,30,0,,,11.5,,,639
2017-04-26,24.4,18.3,29.4,0,,,12.6,,1012.3,666
2017-04-27,27.8,25.6,31.7,0,,129,15.5,,1013.7,625
2017-04-28,28.2,26.1,31.1,0,,109,22.3,,1017.4,508
2017-04-29,28,26.1,31.1,0,,102,27.7,,,425
2017-04-30,27.6,26.1,31.1,0,,103,28.8,,1018.9,427
2017-05-01,27.6,25.6,30,0,,123,23.4,,1017.8,289
2017-05-02,27.6,21.7,31.1,3.6,,135,16.2,,1016.3,350
2017-05-03,26.2,21.7,31.1,0,,,13.3,,1015.6,585
2017-05-04,27.7,25,31.1,0,,125,14.8,,1012.5,484
2017-05-05,26.9,21.1,30.6,11.9,,221,17.3,,1009.5,168
2017-05-06,23.3,19.4,28.3,0,,291,12.2,,1013,739
2017-05-07,23.4,18.9,29.4,0,,,10.4,,1015.9,749
2017-05-08,24.8,19.4,30.6,0,,,6.5,,1016.5,744
2017-05-09,26.2,21.7,31.1,0,,,9,,1017.2,713
2017-05-10,26.8,22.2,31.7,0,,,8.6,,1018.3,723
2017-05-11,26.8,22.2,31.1,0,,,9.7,,1017,737
2017-05-12,27.1,22.2,31.7,0,,,11.5,,1014.2,655
2017-05-13,28.1,23.9,33.9,0,,195,14.4,,1012,565
2017-05-14,27.7,23.3,32.2,9.4,,239,12.6,,1011.6,383
2017-05-15,27.3,22.2,33.9,0,,248,10.8,,1013.3,646
2017-05-16,28.2,24.4,31.7,0,,,18.7,,1015.4,498
2017-05-17,28.5,26.7,31.7,4.1,,97,25.9,,1016.5,526
2017-05-18,28.1,24.4,31.1,22.6,,92,23,,1016.1,360
2017-05-19,27.9,26.1,31.7,0,,103,26.6,,1016.1,270
2017-05-20,28.7,26.7,31.1,0,,108,22.3,,1017.6,622
2017-05-21,28.2,25.6,31.1,0,,102,18.7,,1018.9,715
2017-05-22,27.9,25,31.1,0,,126,13.7,,1017.7,
2017-05-23,28.1,25,31.7,0,,155,16.2,,1014.4,535
2017-05-24,29.3,22.8,33.3,11.9,,185,17.6,,1011.2,463
2017-05-25,27.4,24.4,32.8,0.3,,221,13.3,,,82
2017-05-26,28.8,26.1,33.9,4.3,,,9,,1016.6,489
2017-05-27,30,27.2,35,0.3,,,9.7,,1017.3,580
2017-05-28,30.1,25,36.7,0,,,9.4,,1016.3,
2017-05-29,29.4,25.6,33.9,0,,,8.6,,1017.7,543
2017-05-30,29.7,26.7,33.3,0,,,12.2,,1019,472
2017-05-31,29.9,27.2,33.3,0,,123,16.6,,1018.7,522
2017-06-01,29.4,26.1,32.8,0.8,,,11.9,,1017.9,
2017-06-02,27,23.3,29.4,131.8,,,9.4,,1017,39
2017-06-03,26.2,24.4,29.4,4.3,,,7.6,,1016,49
2017-06-04,26.6,24.4,30.6,16.8,,,9.7,,1014.9,39
2017-06-05,28.4,25,31.1,2.8,,131,11.2,,1013.3,18
2017-06-06,25.6,23.3,29.4,54.6,,,7.6,,,
2017-06-07,25.2,22.2,30,49.3,,188,11.5,,,53
2017-06-08,26.7,23.9,33.3,8.4,,201,17.6,,,285
2017-06-09,27,24.4,31.7,8.9,,,7.9,,1012.9,231
2017-06-10,27.4,24.4,31.7,0,,121,11.9,,1016.8,193
2017-06-11,29.6,27.8,32.8,0,,100,17.6,,1019.1,449
2017-06-12,29.2,26.7,32.2,1,,84,17.3,,1018,168
2017-06-13,29,26.7,32.2,0,,,12.6,,1017,472
2017-06-14,28.3,25.6,31.7,4.8,,,10.1,,1017,117
2017-06-15,28.2,24.4,32.2,4.8,,,9,,1016.5,397
2017-06-16,26.8,24.4,31.7,4.1,,,7.9,,,409
2017-06-17,28.1,25,31.7,1.8,,,11.9,,1013.8,515
2017-06-18,28.3,24.4,32.8,5.8,,123,15.5,,1014.4,
2017-06-19,27.4,24.4,30.6,37.6,,122,17.6,,,15
2017-06-20,29.5,27.8,32.2,0,,118,23.4,,1015.7,403
2017-06-21,29.7,26.1,32.8,0.3,,127,19.8,,1016.6,290
2017-06-22,29.4,26.1,32.2,0,,108,19.1,,1017.8,610
2017-06-23,29.7,27.8,32.2,0,,113,18,,1017,625
2017-06-24,29.8,27.8,32.8,0,,122,16.9,,1017.9,683
2017-06-25,29.9,27.8,32.8,0,,117,15.5,,1019,731
2017-06-26,30,27.8,33.3,0,,121,13,,1017.5,614
2017-06-27,28.9,26.7,33.3,6.4,,,7.6,,1015.9,294
2017-06-28,28.9,24.4,33.3,17.5,,,8.6,,,294
2017-06-29,29,25.6,32.2,41.4,,,7.6,,,279
2017-06-30,29.7,26.7,32.8,2.5,,115,14.4,,1019,532
2017-07-01,30.4,28.3,33.3,0,,114,15.8,,1020,589
2017-07-02,30.2,27.2,33.3,0,,,14.8,,1020.4,617
2017-07-03,30.4,28.3,33.3,0,,118,16.6,,1019.3,
2017-07-04,29.9,27.8,32.8,0,,100,14.4,,,361
2017-07-05,30.3,27.2,33.9,0.3,,99,17.3,,1019.7,
2017-07-06,30.5,28.3,33.3,0.3,,102,16.6,,1019.8,621
2017-07-07,30.3,27.2,33.9,0,,,10.4,,1019.2,472
2017-07-08,29.8,27.2,33.9,0,,,9.4,,,430
2017-07-09,30.1,27.8,33.3,0,,119,13,,1018,667
2017-07-10,29.4,25,32.8,42.9,,,12.6,,1017.8,
2017-07-11,28.7,24.4,32.8,0.5,,,10.1,,,434
2017-07-12,29.1,23.3,32.8,139.4,,,11.2,,1017.8,228
2017-07-13,28.6,25.6,32.8,5.1,,93,20.2,,,438
2017-07-14,30.1,28.3,33.3,0,,104,18.7,,1018.6,465
2017-07-15,30.2,26.7,33.9,0,,75,12.6,,1017.1,455
2017-07-16,29.2,26.7,32.8,0,,,9.4,,1015.3,310
2017-07-17,29.7,26.1,33.9,0.5,,,10.8,,1016.3,
2017-07-18,28,24.4,33.3,29.2,,,5.4,,1018.5,266
2017-07-19,28.6,25,32.8,2.5,,,5.4,,,323
2017-07-20,28.9,26.1,32.2,1.5,,,5.8,,1018.4,348
2017-07-21,28.1,22.2,33.3,58.2,,,4.7,,1018.1,156
2017-07-22,28.7,25,32.8,0,,,8.3,,1018.3,366
2017-07-23,30,27.8,33.3,0,,,10.8,,1017.2,275
2017-07-24,30.3,27.2,33.9,0,,,8.6,,1017.9,305
2017-07-25,30.2,27.8,34.4,1.3,,111,7.2,,1019.5,302
2017-07-26,30.3,27.8,33.3,0,,106,11.2,,,435
2017-07-27,30.4,26.7,34.4,1.5,,,10.8,,1016.2,649
2017-07-28,30.1,27.2,33.9,0.3,,,6.8,,,408
2017-07-29,29.2,27.2,33.3,7.6,,,8.3,,1013.8,219
2017-07-30,29.8,25.6,34.4,0.8,,212,11.9,,1013.9,239
2017-07-31,26.8,23.9,29.4,24.4,,204,13,,1015,0
2017-08-01,27.2,23.9,33.3,14.5,,,8.3,,1016.9,249
2017-08-02,28.1,23.9,33.9,0,,,9.7,,1019,505
2017-08-03,30.7,27.8,33.3,0,,115,12.2,,1020,613
2017-08-04,30.8,28.3,33.3,0,,109,17.6,,1019.5,593
2017-08-05,31,28.9,33.9,0,,118,16.6,,1018.5,599
2017-08-06,30.8,27.8,33.9,1.3,,101,18,,1017.7,565
2017-08-07,30.4,27.8,33.3,0.8,,111,18.4,,1016.9,556
2017-08-08,30.7,27.8,33.9,0,,109,17.3,,,645
2017-08-09,30.9,28.3,33.9,0,,83,16.9,,1016.9,545
2017-08-10,28.7,25.6,32.2,23.9,,,7.2,,1018.5,20
2017-08-11,28.4,25,32.2,8.1,,,6.5,,,348
2017-08-12,29.3,26.1,33.9,0,,,9,,1016.1,611
2017-08-13,30.4,26.7,35,0,,,7.9,,1015.6,506
2017-08-14,30.4,27.2,34.4,0,,,6.8,,1015.6,516
2017-08-15,30.4,27.2,33.9,1.5,,,6.8,,1016.3,354
2017-08-16,30.7,27.2,35,0,,,6.1,,1018,473
2017-08-17,31.2,27.8,34.4,0,,,11.2,,1017.8,610
2017-08-18,31.2,27.2,35,12.7,,,10.8,,1016.3,610
2017-08-19,30.6,26.7,34.4,1.3,,67,13,,1015.1,497
2017-08-20,28.9,25.6,32.8,9.1,,,13,,,36
2017-08-21,30.6,26.7,33.9,9.1,,,15.5,,1017.9,449
2017-08-22,30.1,26.7,33.9,3.3,,,13.7,,1016,415
2017-08-23,28.1,24.4,31.7,22.1,,,5.8,,1013.1,
2017-08-24,27.3,23.3,30.6,29,,,9.4,,,
2017-08-25,26,22.8,30.6,33.8,,,7.6,,1015.1,48
2017-08-26,25.9,24.4,29.4,13.5,,201,7.6,,1015.9,16
2017-08-27,27,23.9,32.8,32,,,8.3,,1013.5,30
2017-08-28,28.6,24.4,33.9,0.3,,,10.4,,1012.7,287
2017-08-29,29.7,26.1,34.4,1.5,,,7.6,,1014.4,364
2017-08-30,30.6,27.2,34.4,0,,,9.7,,1015.8,562
2017-08-31,31.1,28.9,33.9,0,,112,14,,1016.7,487
2017-09-01,30.9,26.1,33.9,11.4,,,12.2,,1016.5,309
2017-09-02,28.1,23.3,31.1,26.2,,,7.6,,1017.6,81
2017-09-03,29.4,26.7,33.9,0,,,7.2,,1017.9,165
2017-09-04,29.2,26.1,33.3,0,,64,15.1,,,158
2017-09-05,30,26.1,33.9,0,,101,12.2,,1014.8,344
2017-09-06,29.6,27.8,32.8,0,,,8.6,,1013.5,98
2017-09-07,30.4,27.2,34.4,0,,,11.2,,1014,374
2017-09-08,31.2,28.9,34.4,0,,,19.4,,1011.5,
2017-09-09,29.2,25,31.1,45.2,,64,31.3,,,
2017-09-10,26.3,24.4,28.3,131.6,,,61.9,,,
2017-09-11,31.8,27.8,32.2,0,,,,,1004.9,226
2017-09-12,29.3,26.1,33.3,0,,,8.6,,1011.2,414
2017-09-13,29.3,27.2,32.8,0,,,7.9,,1013.6,180
2017-09-14,29.5,26.7,33.3,0,,,8.6,,1014.6,224
2017-09-15,29.6,27.2,33.3,0,,,11.5,,1014.8,315
2017-09-16,30,27.2,33.3,0.3,,,11.2,,1014.5,240
2017-09-17,29.6,26.7,33.3,0,,,10.8,,1014.1,214
2017-09-18,29.1,25.6,32.8,0,,321,8.3,,1013.2,325
2017-09-19,29.7,26.7,34.4,0,,,9,,1013,217
2017-09-20,29.4,25.6,32.8,0,,,8.3,,1014.5,50
2017-09-21,29,23.3,33.3,58.2,,,7.2,,1013.6,63
2017-09-22,27.6,24.4,31.1,55.1,,,5.4,,,16
2017-09-23,28.1,25,32.8,10.9,,23,7.9,,1010,96
2017-09-24,29.1,26.7,32.8,0.3,,,6.1,,1010.7,99
2017-09-25,29.3,27.2,32.2,0,,,6.1,,1011.5,28
2017-09-26,28.2,24.4,31.1,8.1,,,8.3,,1012.3,
2017-09-27,28.4,26.7,31.7,0,,,5,,1012.2,
2017-09-28,28.6,25.6,32.2,0,,,10.1,,1012.2,
2017-09-29,27,24.4,29.4,33,,,7.6,,,
2017-09-30,27.8,25,32.2,0,,,7.9,,1013.7,
2017-10-01,29.5,26.7,32.8,0.5,,97,17.6,,1013.1,
2017-10-02,28.1,26.1,31.7,23.4,,62,18.4,,1015.5,
2017-10-03,28.4,26.1,31.7,5.1,,62,24.8,,1016.1,
2017-10-04,27.2,23.3,30.6,47.5,,61,23,,,
2017-10-05,26.4,23.9,29.4,71.1,,95,18,,,
2017-10-06,28.9,27.2,31.1,0,,111,16.9,,1013,
2017-10-07,29.4,28.3,32.2,0,,128,18.4,,1014.3,
2017-10-08,29.4,27.2,32.8,0,,129,12.6,,1014.2,
2017-10-09,29.1,26.1,32.2,2,,,14.8,,1014.2,
2017-10-10,29.3,26.1,32.2,0.3,,78,20.2,,1015.2,
2017-10-11,28.6,25.6,31.7,0,,51,16.9,,1014.1,
2017-10-12,27.6,25,31.1,9.1,,35,13.7,,,
2017-10-13,27.9,25.6,31.7,2.8,,63,13.3,,1013.9,
2017-10-14,28.8,25.6,31.7,2,,79,13,,1016.5,
2017-10-15,28.5,26.1,32.2,0,,,9.4,,1016.1,
2017-10-16,28,25.6,31.7,20.1,,,5.4,,1014.3,
2017-10-17,27.9,23.9,31.7,0,,,9,,1015.1,
2017-10-18,28,25,31.1,0.5,,,8.6,,1015.9,
2017-10-19,27.7,24.4,32.2,1.5,,27,10.8,,1016,
2017-10-20,28.2,24.4,31.7,2.3,,53,18.4,,1016.4,
2017-10-21,27.9,25.6,30.6,2,,71,22.7,,1017.2,
2017-10-22,28.8,26.7,31.1,0,,105,23,,1018.2,
2017-10-23,28.6,26.7,31.1,0,,121,18.4,,1016.5,
2017-10-24,27.1,24.4,31.1,59.7,,,9.4,,1013.2,
2017-10-25,23.7,18.9,25.6,11.4,,,13.7,,1012.5,
2017-10-26,20.7,16.1,25.6,0,,,10.8,,1015.6,
2017-10-27,23.4,19.4,27.8,0,,36,15.5,,1015.3,
2017-10-28,25.9,23.9,27.8,55.4,,,18.4,,1010,
2017-10-29,24.1,17.2,26.7,3.6,,286,18.4,,1006.9,
2017-10-30,18.4,15,21.7,0,,,12.2,,1016.9,
2017-10-31,20.4,16.7,26.7,0,,18,11.2,,1019.1,
2017-11-01,23.7,19.4,27.8,0,,,10.1,,1018.7,
2017-11-02,24.9,21.7,29.4,0,,,10.8,,1018.8,
2017-11-03,25.2,21.7,30,1.3,,,9.7,,1017.3,
2017-11-04,25.2,22.2,29.4,0.3,,,10.4,,1015.4,
2017-11-05,25.1,21.7,30,0,,,7.6,,1015.6,
2017-11-06,25.9,21.7,29.4,0,,,6.8,,1016.6,
2017-11-07,26,22.2,30,0,,,7.9,,1016.3,
2017-11-08,26.1,22.2,30,0,,,9.4,,1015.2,
2017-11-09,26.7,23.9,30.6,0,,57,10.8,,1014.9,
2017-11-10,26.8,23.3,30.6,7.1,,37,12.2,,1015.5,
2017-11-11,26.2,23.9,28.9,2.3,,43,18,,1017.4,
2017-11-12,27.1,23.3,30.6,33,,66,20.2,,,
2017-11-13,26.2,23.3,29.4,17.3,,49,15.1,,1016.2,
2017-11-14,26.5,23.3,30,0,,,15.5,,1013.6,
2017-11-15,24.1,22.2,28.3,13,,,11.2,,1012.3,
2017-11-16,23.9,20.6,27.2,0,,6,11.9,,,
2017-11-17,23.2,20,28.3,0,,22,12.6,,1016,
2017-11-18,23.9,18.9,28.3,0,,,7.2,,1015,
2017-11-19,24,18.3,28.3,0,,,6.1,,1014.1,
2017-11-20,23.6,21.1,26.7,3.8,,,13.3,,1016.6,
2017-11-21,24.8,21.7,29.4,15.7,,,6.8,,1014.5,
2017-11-22,25.2,21.1,29.4,0,,,6.5,,1013.4,
2017-11-23,25.2,22.2,28.9,8.1,,,10.4,,,
2017-11-24,24.4,21.1,27.8,0,,245,10.4,,1011.9,
2017-11-25,22.3,18.3,26.1,0,,,6.1,,,
2017-11-26,23.1,18.3,27.8,0,,,9,,1016.9,
2017-11-27,22.8,20,26.7,0,,,11.2,,1017,
2017-11-28,25.3,21.7,28.9,10.2,,61,16.9,,,
2017-11-29,25.4,21.7,28.9,0,,41,15.1,,1018.2,
2017-11-30,25.6,22.8,28.3,0,,33,11.9,,1017.1,
2017-12-01,24.4,21.1,28.9,0,,16,11.5,,1017.5,
2017-12-02,24.3,20,27.8,0,,28,10.4,,1019,
2017-12-03,24.1,20,27.8,0,,29,10.1,,1018.9,
2017-12-04,23.6,18.3,28.3,1,,,12.2,,1020,
2017-12-05,25.1,22.2,28.9,0,,100,16.2,,1020.7,
2017-12-06,25,20.6,28.3,0,,,7.9,,1018.7,
2017-12-07,24.9,21.1,29.4,0,,,9,,1015.5,
2017-12-08,26.1,23.9,30.6,0,,166,12.6,,1012.3,
2017-12-09,23.6,15,26.7,13.2,,271,18.4,,1014.1,
2017-12-10,14.5,10,17.8,0,,328,16.9,,1023.6,
2017-12-11,14.6,11.1,20.6,0,,,10.1,,1023.2,
2017-12-12,15.8,8.9,23.3,0,,,9.4,,1017.8,
2017-12-13,16.6,11.1,19.4,0,,,8.3,,1018.1,
2017-12-14,15.4,8.3,22.8,0,,,3.6,,1018.6,
2017-12-15,18.7,11.7,26.1,0,,,4,,1019.3,
2017-12-16,21.3,16.1,27.2,0,,27,8.6,,1022,
2017-12-17,23.6,19.4,28.3,0,,,11.9,,1022.8,
2017-12-18,24.6,20.6,28.9,0,,,9.4,,1023.1,
2017-12-19,24.3,19.4,28.3,0,,,7.2,,1022.6,
2017-12-20,23.4,18.9,28.3,0,,,8.3,,1019.6,
2017-12-21,23.9,20,29.4,0,,,5,,1018.8,
2017-12-22,24.2,19.4,29.4,0,,,7.6,,1020.9,
2017-12-23,24.2,20.6,27.8,0,,,9,,1021.4,
2017-12-24,23.2,17.8,28.3,0,,,4,,1020.7,
2017-12-25,23,17.8,28.9,0,,,6.5,,1021.4,
2017-12-26,23.7,21.1,28.3,0,,,10.4,,1022.9,
2017-12-27,24.4,21.7,28.9,2.3,,54,7.9,,1022.4,
2017-12-28,23.8,20.6,27.2,0.3,,18,8.6,,1021.5,
2017-12-29,22.1,17.8,25,0,0,339,9.7,,1020.8,
2017-12-30,17.8,15.6,18.9,0,0,,8.3,,1020.4,
2017-12-31,17.8,13.9,23.9,0,0,,6.1,,1020.6,
2018-01-01,21,15.6,26.7,0,0,,7.9,,1018.9,
2018-01-02,17.7,13.9,22.2,6.1,0,355,16.2,,1017.9,
2018-01-03,18.4,11.7,20.6,12.7,0,322,15.8,,,
2018-01-04,11.6,6.7,15.6,0,0,316,14.4,,1019.9,
2018-01-05,12.1,7.8,17.8,0,0,,10.8,,1025.1,
2018-01-06,14.4,9.4,21.1,0,0,349,13.3,,1026.2,
2018-01-07,16.2,11.7,22.8,0,0,25,16.9,,1025.2,
2018-01-08,21.3,16.7,26.1,0.3,0,90,18.4,,,
2018-01-09,22.6,20,25.6,0.5,0,,7.6,,1016.6,
2018-01-10,22.3,19.4,26.1,1,0,,7.6,,1015.8,
2018-01-11,23.7,20.6,27.2,0,0,130,14,,1015.9,
2018-01-12,24.7,22.2,28.9,2.5,0,168,16.6,,1014.6,
2018-01-13,22.5,14.4,24.4,0,0,299,11.5,,1019,
2018-01-14,16.6,11.7,23.3,0,0,342,15.5,,1023.3,
2018-01-15,17.1,12.2,24.4,0,0,347,15.1,,1023.8,
2018-01-16,20.2,16.7,24.4,0,0,12,13.7,,1024.1,
2018-01-17,19.7,13.9,23.3,0,0,,11.5,,1022.6,
2018-01-18,13.5,6.7,17.8,0,0,336,15.1,,1024.8,
2018-01-19,14.3,10,22.8,0,0,,10.8,,1024.3,
2018-01-20,19.8,16.1,25,0,0,,9,,1023,
2018-01-21,23.1,20.6,26.7,0,0,87,18.4,,1020.9,
2018-01-22,23.8,21.1,27.2,0,0,109,18.4,,1018.8,
2018-01-23,24.9,22.8,28.9,0,0,137,13.3,,1017.6,
2018-01-24,24.1,20.6,27.8,0.3,0,,9.7,,1019.6,
2018-01-25,22,18.3,23.9,0,0,29,19.4,,1023.7,
2018-01-26,22.7,18.9,25.6,0,0,67,30.2,,1026.2,
2018-01-27,23.6,20.6,26.7,0,0,88,31,,1024.2,
2018-01-28,24.4,22.2,27.8,0,0,112,26.3,,1019.8,
2018-01-29,25.4,20,28.9,2.3,0,222,16.6,,1015.3,
2018-01-30,19.8,13.3,22.8,0,0,342,16.9,,1020,
2018-01-31,16.9,12.2,23.3,0,0,,13,,1022.7,
2018-02-01,20.6,14.4,26.1,0,0,,9.7,,1021.8,
2018-02-02,22.3,17.8,27.8,0,0,,5.8,,1021.2,
2018-02-03,21.8,19.4,23.9,3,0,,14,,1021.6,
2018-02-04,23.3,20.6,26.7,0,0,132,15.8,,1018.6,
2018-02-05,24,21.1,28.9,0,0,,10.1,,,
2018-02-06,23.6,21.1,26.1,0,0,85,16.9,,1023.6,
2018-02-07,24.6,22.2,28.3,0,0,101,16.9,,1022.9,
2018-02-08,25,22.8,28.9,0,0,91,14.8,,,
2018-02-09,25.1,22.2,28.3,1,0,89,19.1,,1022.5,
2018-02-10,25,22.2,28.9,0,0,108,20.5,,1021.3,
2018-02-11,25.6,23.9,29.4,0,0,125,21.2,,1020.9,
2018-02-12,25.9,23.9,28.9,0,0,110,18.7,,1024.4,
2018-02-13,25.7,22.8,29.4,0,0,83,18,,1027.4,
2018-02-14,25.3,22.2,28.3,0,0,91,16.6,,1027.1,
2018-02-15,24.2,19.4,27.8,0,0,90,9.4,,1025.1,
2018-02-16,23.2,17.8,28.3,0,0,,7.2,,1022.6,
2018-02-17,23.8,18.9,28.9,0,0,,8.3,,1022.4,
2018-02-18,24.5,21.1,28.9,0,0,77,14.4,,1022.9,
2018-02-19,24.5,21.1,28.9,2.5,0,95,24.5,,1023.8,
2018-02-20,25.9,22.8,28.9,0,0,98,27.7,,1025.4,
2018-02-21,25.3,23.3,28.3,0,0,94,27,,1026.8,
2018-02-22,24.9,22.2,28.3,0.3,0,85,22.7,,1026.7,
2018-02-23,24.8,22.2,27.8,0.5,0,89,24.5,,1025.6,
2018-02-24,24.4,21.7,27.8,0,0,103,21.2,,1022.2,
2018-02-25,24.6,21.7,27.8,0,0,114,15.8,,1021.2,
2018-02-26,24.3,21.7,28.9,0.5,0,,11.5,,1021.4,
2018-02-27,24.1,20,29.4,1.5,0,,10.1,,1021.1,
2018-02-28,24.4,21.1,27.2,0,0,89,15.8,,1019.2,
2018-03-01,24,19.4,28.9,0,0,,10.1,,1017.5,
2018-03-02,24.8,20.6,31.1,0,0,,9.4,,1017.4,
2018-03-03,22.3,16.7,26.7,0,0,,11.9,,1017.7,
2018-03-04,19.5,15,26.1,0,0,354,14.4,,1017.6,
2018-03-05,19,14.4,24.4,0,0,,9.4,,1017.5,
2018-03-06,20.2,14.4,25.6,0,0,,10.1,,1016.9,
2018-03-07,21.9,18.3,28.3,4.3,0,235,13.7,,,
2018-03-08,18.8,13.9,22.8,0,0,304,14.4,,1017.5,
2018-03-09,16.2,11.7,22.2,0,0,,12.2,,1020.2,
2018-03-10,19.6,13.9,25.6,0,0,,15.5,,1017.6,
2018-03-11,24.3,21.1,30.6,0,0,,15.5,,,
2018-03-12,23.7,15,25.6,0.5,0,238,17.6,,1011.1,
2018-03-13,17.2,11.1,23.3,0,,,11.2,,1016.9,
2018-03-14,17.4,12.8,22.8,0,0,324,12.6,,1018,
2018-03-15,17.1,10.6,23.9,0,0,3,9.4,,1020.3,
2018-03-16,19.2,12.2,25,0,0,,9,,1019.3,
2018-03-17,21.4,16.7,26.7,0,0,,9,,1018.1,
2018-03-18,23.1,17.8,30,0,0,,8.6,,1014.8,
2018-03-19,24.5,18.9,30,0,0,224,10.4,,,
2018-03-20,25.8,21.7,31.7,0,0,215,19.1,,1010.5,
2018-03-21,24.1,15.6,27.2,0,0,275,17.6,,1014,
2018-03-22,17.9,13.9,22.8,0,0,327,12.6,,1021.5,
2018-03-23,18.1,11.7,25,0,0,,10.1,,1023,
2018-03-24,20.4,16.7,24.4,0,0,,12.6,,1021.8,
2018-03-25,22,17.8,26.7,0,0,,9.7,,1019.3,
2018-03-26,23.4,19.4,28.9,0,0,,13,,1020.7,
2018-03-27,23.1,21.1,25.6,0,0,70,27.4,,1023.1,
2018-03-28,22.5,20.6,26.1,0,0,99,25.9,,1021,
2018-03-29,23.4,21.7,26.7,0,0,122,21.6,,1019.5,
2018-03-30,23.9,21.1,27.8,0,0,129,14.8,,1019.3,
2018-03-31,24,20.6,28.3,0,0,,10.8,,1018.9,
2018-04-01,24.7,22.2,28.3,0,0,83,16.6,,1018,
2018-04-02,24.2,20.6,28.3,0,0,,12.6,,1017,
2018-04-03,24.7,21.7,28.3,0,0,106,16.9,,1017,
2018-04-04,24.6,22.8,28.3,23.9,0,158,10.8,,1016,
2018-04-05,23.7,20,28.3,2,0,,12.2,,1016.4,
2018-04-06,24.2,20,28.3,0,0,83,13.7,,1016.5,
2018-04-07,25.4,21.1,31.1,0,0,177,15.8,,1013,
2018-04-08,25.3,21.7,31.1,1,0,221,11.2,,1012.6,
2018-04-09,26.5,21.1,32.8,0,0,,12.2,,1015.4,
2018-04-10,27.3,22.8,32.8,0,0,,12.2,,,
2018-04-11,25,21.1,30,0,0,,12.2,,1017.4,
2018-04-12,23.6,20.6,27.8,0,0,58,18.4,,1019.3,
2018-04-13,24.6,21.7,28.3,0,0,90,18.4,,1019.4,
2018-04-14,25.7,21.7,30,0,0,,16.9,,1017.6,
2018-04-15,27.1,21.7,30.6,5.6,0,152,23,,,
2018-04-16,23.2,16.7,27.8,0,0,303,15.1,,1017.8,
