date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2016-02-01,22.8,21.7,25.6,17,,,7.9,,,398
2016-02-02,23.4,20.6,27.2,0.3,,,15.5,,1017.9,567
2016-02-03,24.7,22.8,27.2,0,,123,18.7,,,577
2016-02-04,24.4,22.8,27.2,0,,145,16.2,,1017.9,606
2016-02-05,19.7,15,23.3,7.9,,,14.4,,1020.2,430
2016-02-06,19.8,15.6,26.1,10.4,,,10.4,,1018.6,476
2016-02-07,15.7,11.1,18.3,1,,295,18.4,,,604
2016-02-08,13.9,10,20,0,,287,12.2,,1018.4,626
2016-02-09,16.9,15.6,19.4,0,,264,14.8,,1017.3,561
2016-02-10,15.6,12.8,17.8,0,,304,11.5,,1022.5,604
2016-02-11,14.3,10,21.7,0,,,8.3,,1025.6,630
2016-02-12,17.6,12.8,23.9,0,,,5.8,,1024.5,633
2016-02-13,18.6,11.7,24.4,0,,,7.6,,1022.9,634
2016-02-14,19.2,15,22.8,0,,,16.9,,1022.1,585
2016-02-15,21.4,20,23.9,1.5,,105,23.4,,1018.1,513
2016-02-16,23.3,18.3,26.7,15.5,,239,11.9,,,512
2016-02-17,21.3,16.1,25,0,,,7.6,,1018.8,603
2016-02-18,20.1,16.1,26.1,0,,,13,,1023.2,620
2016-02-19,21.3,18.9,24.4,0.8,,59,19.1,,1025.3,566
2016-02-20,21.7,18.9,24.4,0,,80,16.2,,1023.6,509
2016-02-21,22.3,17.8,26.1,0,,,13,,1020.3,654
2016-02-22,23.1,19.4,26.7,0,,121,14.4,,1016.3,
2016-02-23,23.8,22.2,27.2,10.4,,140,19.1,,1013.5,
2016-02-24,25.6,21.1,30,7.4,,185,18.4,,,569
2016-02-25,20,15,21.1,0.3,,305,16.9,,1019.1,653
2016-02-26,17.2,13.3,21.7,0,,320,12.2,,1022.6,660
2016-02-27,15.8,10,21.7,0,,324,12.2,,1022.3,661
2016-02-28,18.6,15,22.8,0,,46,12.2,,1022.7,593
2016-02-29,20.6,17.2,25.6,0,,,10.1,,1020.9,603
2016-03-01,21.1,16.7,26.7,0,,,8.3,,1019.9,626
2016-03-02,22.8,17.8,28.3,0,,,6.1,,1018.7,647
2016-03-03,23.4,20,27.2,0,,,9,,1017.4,500
2016-03-04,24.3,21.1,29.4,0,,,9.4,,1015.5,606
2016-03-05,22.6,18.3,25.6,0.3,,26,12.6,,1017.3,615
2016-03-06,22.5,18.3,27.2,0,,,12.2,,1019.1,676
2016-03-07,21.6,18.3,25.6,0,,77,21.6,,1022.9,659
2016-03-08,23.1,21.1,26.7,0,,98,25.9,,1022.8,562
2016-03-09,23.8,22.2,27.2,0,,108,27.4,,1022.3,614
2016-03-10,24.3,22.8,28.9,0,,113,27.4,,1022.6,659
2016-03-11,24.2,22.2,27.2,0,,107,22.3,,1022.4,669
2016-03-12,24.6,22.8,27.2,0,,118,19.8,,1020.5,674
2016-03-13,24.7,22.8,29.4,0,,,13.3,,,549
2016-03-14,25.2,21.7,30,0,,,12.2,,1017,656
2016-03-15,25.4,21.1,31.1,0.3,,,7.9,,1016.7,610
2016-03-16,25.3,21.7,30.6,0,,,7.9,,,616
2016-03-17,24.9,21.1,30.6,0,,,7.6,,1016.5,654
2016-03-18,25.5,20.6,31.7,0,,,7.6,,1014.8,651
2016-03-19,26.4,23.3,31.1,0,,,13,,1012.7,644
2016-03-20,25.5,22.2,30,4.6,,216,15.5,,1012.5,467
2016-03-21,19.9,14.4,23.3,0.3,,325,18,,1019,609
2016-03-22,17.9,13.9,24.4,0,,38,17.6,,1024.8,691
2016-03-23,23.1,19.4,27.2,0,,97,19.4,,1022.8,681
2016-03-24,24.7,23.3,27.8,0.8,,119,19.1,,1018.1,573
2016-03-25,26.1,24.4,30.6,0,,151,11.5,,1015.8,556
2016-03-26,26.5,22.8,30.6,0,,123,15.5,,1018.6,679
2016-03-27,26.1,23.9,29.4,0,,131,16.9,,1019.5,655
2016-03-28,26.9,23.3,32.8,0,,,8.3,,1018.1,674
2016-03-29,26.3,20.6,31.1,0.5,,,8.3,,1017.5,544
2016-03-30,23.1,21.1,26.7,8.9,,,14.8,,1017.3,630
2016-03-31,25.9,23.9,30,0,,125,17.6,,1015.6,699
2016-04-01,27.1,24.4,31.7,0,,144,15.8,,1014.7,709
2016-04-02,27.6,25,32.8,1,,198,15.1,,1013.4,620
2016-04-03,25.4,21.7,27.2,0,,1,11.9,,1015.8,599
2016-04-04,23.2,20,28.3,0.3,,,7.6,,1017.9,607
2016-04-05,23.6,19.4,29.4,0,,,9,,1018.6,720
2016-04-06,22.9,18.3,26.1,0,,58,19.8,,1019.3,592
2016-04-07,24.6,20.6,29.4,2.5,,,10.1,,1015,692
2016-04-08,24.2,20,28.9,0,,,9.4,,1015.4,728
2016-04-09,23.2,19.4,27.2,0,,3,12.2,,1017.6,729
2016-04-10,22.3,18.3,26.7,0,,57,18.4,,1021.6,714
2016-04-11,24.2,21.7,27.8,0,,81,22.3,,1021.4,719
2016-04-12,24.2,20,28.9,0,,,11.9,,1019.3,724
2016-04-13,24.8,20.6,28.9,0,,,10.8,,1017.4,718
2016-04-14,25.2,21.7,29.4,0,,,9.4,,1015.1,694
2016-04-15,26.2,21.1,30.6,22.9,,140,12.2,,1013.6,696
2016-04-16,23.5,20.6,28.3,0,,50,14.4,,1015.2,663
2016-04-17,24.1,21.1,26.7,0.3,,55,19.8,,1019.5,716
2016-04-18,23,19.4,27.2,0,,36,14.8,,1020.8,712
2016-04-19,23.2,19.4,27.2,0,,44,15.5,,1019.5,738
2016-04-20,23.8,20.6,27.8,0,,81,18.7,,1018,662
2016-04-21,24.3,22.2,27.8,0,,102,23.4,,1017.7,718
2016-04-22,25.2,23.3,28.3,0.8,,128,18.7,,1016.9,695
2016-04-23,26.2,22.8,31.7,0,,253,11.5,,1013.8,730
2016-04-24,25.1,20,30,0,,23,16.2,,1014.6,749
2016-04-25,25.6,22.8,29.4,0,,97,18.4,,1015.5,685
2016-04-26,24.9,21.1,28.3,0,,116,14.8,,1014.3,743
2016-04-27,25.1,21.7,28.9,0,,114,14,,1013.6,748
2016-04-28,26.1,23.3,30,0,,121,13.7,,1015.1,733
2016-04-29,26.5,23.3,30.6,0,,,11.2,,1015.3,719
2016-04-30,26,23.3,28.9,0,,98,19.8,,1014.7,744
2016-05-01,26.7,24.4,30,0,,102,19.8,,1015.9,743
2016-05-02,27.3,25.6,30.6,0,,114,21.6,,,736
2016-05-03,27.1,23.3,32.2,15.5,,153,14.8,,,668
2016-05-04,24.2,21.7,28.9,87.6,,,9.7,,1010.1,347
2016-05-05,23.5,19.4,28.3,0,,303,15.1,,,754
2016-05-06,23.9,20,27.2,0,,304,11.9,,1011.3,745
2016-05-07,22.3,17.2,27.8,0,,,9.4,,1014.8,766
2016-05-08,23.6,18.3,27.8,0,,52,11.9,,1018,767
2016-05-09,24.7,21.1,28.3,0,,104,16.9,,1019.5,762
2016-05-10,26.2,23.9,29.4,0,,114,19.4,,1019.9,747
2016-05-11,26.4,23.3,30,0,,102,15.1,,1020.1,738
2016-05-12,26.1,22.2,30,0,,,9.7,,1019.2,756
2016-05-13,26,22.2,30,0,,,7.9,,1017.1,750
2016-05-14,27.2,24.4,32.2,1.3,,171,8.6,,1015.5,660
2016-05-15,27.2,23.3,32.2,0,,25,10.4,,1016.6,762
2016-05-16,27.6,24.4,31.1,0,,107,17.6,,1018,735
2016-05-17,28,26.7,31.1,0,,132,16.9,,,525
2016-05-18,26.8,22.8,31.1,48.5,,,12.6,,,542
2016-05-19,25.8,22.8,30,5.3,,,10.1,,1016.7,690
2016-05-20,27.8,24.4,31.7,1.5,,,8.6,,1017.6,655
2016-05-21,27.3,24.4,33.9,0,,,7.9,,1016.4,
2016-05-22,27.9,24.4,33.3,0,,,11.2,,1013.3,766
2016-05-23,27.4,24.4,30.6,0,,,8.3,,1014,710
2016-05-24,27.1,22.2,30.6,48,,,9.7,,1018,621
2016-05-25,26.8,25,30,0,,70,18.7,,1020.5,772
2016-05-26,26.2,22.8,29.4,2.3,,49,14.4,,1018.4,
2016-05-27,26.7,23.9,30,0,,61,15.8,,1014.8,
2016-05-28,26.6,24.4,29.4,0,,,7.9,,1015.7,733
2016-05-29,27.5,23.9,32.2,0,,,8.3,,1017.2,650
2016-05-30,26.8,23.9,30.6,0,,59,7.6,,1015.5,602
2016-05-31,26.1,23.3,29.4,0,,,7.6,,1014.2,
2016-06-01,27.1,22.8,31.7,4.3,,,12.6,,,636
2016-06-02,28.1,25,31.7,0,,,10.8,,1016.7,
2016-06-03,28.7,25.6,32.2,0,,,12.2,,1016.9,606
2016-06-04,28.6,26.1,32.2,0,,,13.7,,1015.7,701
2016-06-05,28.7,26.7,32.2,4.3,,130,16.6,,1013.2,605
2016-06-06,29.4,25,32.8,0,,160,18.4,,1012.6,
2016-06-07,29.1,25.6,33.3,4.1,,206,19.4,,1011.3,671
2016-06-08,27.3,24.4,32.2,10.7,,214,13.3,,1012.7,616
2016-06-09,26.9,23.9,31.7,38.4,,199,11.2,,1015.5,560
2016-06-10,26.6,24.4,32.8,10.7,,,5.4,,1017.5,475
2016-06-11,27.1,23.9,33.3,16,,,4.7,,1019.2,624
2016-06-12,27.1,25,32.2,2.8,,,8.6,,1018.5,684
2016-06-13,28.2,24.4,32.8,1.5,,,6.5,,1015.6,677
2016-06-14,28.8,25,33.3,0,,,10.4,,1015.6,760
2016-06-15,29.1,25,33.3,19.6,,,8.6,,1017.9,758
2016-06-16,29.1,26.1,33.9,0,,228,14,,1017.2,772
2016-06-17,28.5,25,33.3,2.8,,246,11.5,,1015.8,623
2016-06-18,28.4,23.9,35,12.7,,,9.4,,,705
2016-06-19,26.7,23.9,31.7,15.7,,,10.8,,1018.3,560
2016-06-20,27.7,25.6,30.6,0,,63,19.8,,1019.4,776
2016-06-21,26.3,22.2,27.8,24.4,,,12.2,,,342
2016-06-22,27.2,23.3,32.2,0,,,10.1,,1018.7,754
2016-06-23,29,26.1,32.2,0.8,,101,10.8,,1019.2,
2016-06-24,29.3,26.1,32.2,0.3,,,13,,1018.8,612
2016-06-25,29.6,27.2,32.8,0,,116,15.8,,1018.4,728
2016-06-26,29.4,25.6,32.8,0.5,,,10.4,,1018.5,652
2016-06-27,27.8,25.6,30.6,3.3,,,5,,,527
2016-06-28,27.4,24.4,31.1,11.7,,,6.5,,1016.3,682
2016-06-29,28.6,25.6,32.2,0,,,9,,1016,
2016-06-30,27.8,24.4,31.7,37.1,,,7.2,,1016.5,521
2016-07-01,27,22.2,32.2,29.2,,,6.8,,1017.8,385
2016-07-02,27.8,25.6,32.2,0.3,,,7.6,,1019,421
2016-07-03,29.1,26.7,32.2,3.8,,,8.6,,1020,621
2016-07-04,29.9,26.1,33.3,0.3,,112,11.5,,1020.5,718
2016-07-05,29.7,26.1,33.3,0,,,13,,1020.5,732
2016-07-06,30.1,27.8,33.3,0,,124,14.8,,1020.3,771
2016-07-07,29.9,27.8,33.3,0,,127,12.2,,1019.5,769
2016-07-08,29.7,26.7,33.3,0,,,6.8,,1019,706
2016-07-09,29.9,26.1,33.3,0,,,9.4,,1018.6,743
2016-07-10,29.9,27.2,33.3,0,,132,13.3,,1018.5,
2016-07-11,30.1,27.2,33.3,0,,115,15.1,,1018.8,741
2016-07-12,30.3,26.7,33.9,0,,118,13,,1018.9,
2016-07-13,28.7,25,33.3,6.9,,,6.8,,1019.6,340
2016-07-14,28.9,23.9,32.8,15.2,,97,13.3,,1018.7,649
2016-07-15,29.6,24.4,32.8,3.8,,,13.7,,,565
2016-07-16,28.3,23.9,32.8,0.3,,,13.3,,1018.4,673
2016-07-17,29.7,25.6,32.8,1.5,,92,19.8,,1019.8,634
2016-07-18,29.3,25,33.3,0.3,,78,21.2,,1020.6,749
2016-07-19,30.1,26.7,33.3,0,,76,19.4,,1019.3,741
2016-07-20,29.9,27.8,33.3,0,,84,18,,1018.7,
2016-07-21,28.4,24.4,31.1,20.3,,107,11.5,,1018.5,335
2016-07-22,28.2,24.4,32.8,1,,,7.6,,1018.1,379
2016-07-23,27.3,24.4,32.2,13.5,,,6.1,,1016.8,544
2016-07-24,26.9,25,31.1,0,,,6.8,,1017.5,521
2016-07-25,29.1,25.6,32.8,0,,,11.9,,1017.7,756
2016-07-26,30,25,32.8,3.6,,112,15.5,,1017.8,764
2016-07-27,28.8,24.4,32.8,2.8,,,14.4,,1017.8,697
2016-07-28,29.8,26.7,32.8,0,,109,15.1,,1017.5,
2016-07-29,29.4,26.1,32.2,1.8,,,6.1,,1017.4,671
2016-07-30,29.7,25.6,33.9,0,,,9.7,,1017.4,656
2016-07-31,29.4,26.7,32.8,0,,119,15.5,,1017.9,640
2016-08-01,30.2,22.8,33.3,43.7,,,18.7,,1018.7,
2016-08-02,28.6,22.8,32.8,96.3,,95,14.4,,1018,
2016-08-03,27.2,23.9,32.2,0,,,9,,1016.7,443
2016-08-04,29.1,26.7,33.3,0,,,10.4,,1016.4,
2016-08-05,29.6,27.2,32.8,0,,133,12.2,,1016.5,705
2016-08-06,28.6,22.8,32.8,52.3,,,11.5,,,378
2016-08-07,27.4,23.3,32.2,3,,,7.2,,1015.8,
2016-08-08,27,23.3,29.4,8.1,,,7.9,,1015.6,46
2016-08-09,27.7,23.3,32.2,34.3,,,9.7,,,524
2016-08-10,27.7,24.4,33.3,1,,,5.4,,1019,633
2016-08-11,28.3,25.6,31.1,0,,78,10.8,,1018.2,630
2016-08-12,28.6,25,32.2,2,,100,14,,1016.5,700
2016-08-13,29.2,23.9,32.2,2.3,,105,14.8,,1016.7,739
2016-08-14,28.1,23.9,32.8,1.3,,83,19.1,,1017.4,591
2016-08-15,29.6,26.7,33.3,1.3,,91,16.9,,1018.6,
2016-08-16,29.2,25.6,32.2,7.4,,,16.2,,1019.1,
2016-08-17,28.2,24.4,31.7,13.2,,,11.2,,1019.3,500
2016-08-18,29.3,26.1,32.8,3.8,,74,12.6,,1018.1,608
2016-08-19,28.8,26.1,32.2,2.3,,,6.8,,1016.9,531
2016-08-20,29.3,25,33.9,0,,,7.9,,1015.6,724
2016-08-21,30.2,26.1,34.4,0,,,7.9,,1016.4,623
2016-08-22,30.4,26.7,33.9,0,,,7.9,,1018.3,695
2016-08-23,30.5,28.3,34.4,0,,,13.3,,1019.4,645
2016-08-24,29.6,26.7,32.2,0,,,11.2,,1017.2,414
2016-08-25,29.7,26.7,34.4,0.5,,,11.9,,1014.6,
2016-08-26,29.4,25.6,33.3,5.3,,,11.2,,1013.6,507
2016-08-27,29.1,27.2,32.8,0,,59,15.5,,1012.6,417
2016-08-28,29.4,26.1,32.2,4.3,,96,24.1,,,
2016-08-29,26.9,24.4,30,22.9,,120,13.7,,,
2016-08-30,26,23.3,30,25.1,,157,11.9,,,205
2016-08-31,27.3,23.3,30.6,19.3,,149,16.9,,,225
2016-09-01,28.4,24.4,31.7,0.3,,157,16.9,,1014,581
2016-09-02,29.9,27.8,33.9,0,,182,15.1,,1016,574
2016-09-03,28.8,25.6,32.8,0,,,8.3,,1017.1,336
2016-09-04,28.8,25.6,32.8,0,,,10.4,,1017.7,677
2016-09-05,28.4,25,31.7,17,,,6.1,,,172
2016-09-06,26.9,23.3,31.7,10.2,,,6.1,,,299
2016-09-07,27.2,24.4,32.2,0.8,,,9.4,,1019,395
2016-09-08,28.4,26.1,31.7,2.3,,61,13.7,,,373
2016-09-09,28.9,26.7,32.2,0.3,,88,18.7,,,584
2016-09-10,28.4,24.4,32.2,4.8,,112,12.2,,1017.2,468
2016-09-11,27.9,24.4,31.7,7.1,,,13,,,461
2016-09-12,28.7,26.7,32.8,0,,91,10.4,,1014.7,265
2016-09-13,28,25.6,31.1,0,,166,11.9,,1015.5,455
2016-09-14,28.8,26.7,31.7,0,,,9.4,,1017,571
2016-09-15,28.6,24.4,32.8,0,,,6.5,,,376
2016-09-16,28.9,25.6,32.8,0,,,5.8,,1016.2,593
2016-09-17,29.3,25.6,33.3,0,,,7.9,,1016.2,562
2016-09-18,29.5,23.9,33.3,8.4,,,8.6,,1015.2,579
2016-09-19,28,25,33.3,8.1,,,6.1,,,416
2016-09-20,28.1,23.9,33.3,19.1,,,5,,1014.9,
2016-09-21,28.2,24.4,32.8,18.3,,,5.8,,1014.6,375
2016-09-22,27.2,23.9,32.2,2.3,,,3.2,,1015,122
2016-09-23,27.3,24.4,31.7,3.6,,,4.7,,1015.5,289
2016-09-24,26.6,24.4,31.7,18,,,5.4,,,228
2016-09-25,26.8,23.9,31.7,0,,77,10.4,,1015.8,376
2016-09-26,27.6,24.4,31.1,10.2,,,6.1,,1014.8,321
2016-09-27,25.9,22.8,29.4,16.8,,,5.8,,1014.3,157
2016-09-28,26.3,22.2,33.3,0,,,7.9,,1016.1,526
2016-09-29,28.4,25,33.3,0,,,7.6,,,482
2016-09-30,28.7,23.9,32.8,6.4,,,6.5,,,303
2016-10-01,26.9,23.3,31.1,6.1,,,12.6,,1015.8,482
2016-10-02,29,25,32.8,0.8,,,9.7,,1013.7,
2016-10-03,28.9,25,32.8,2,,,13,,1010.7,468
2016-10-04,28.2,25.6,32.8,0,,,9.7,,1009.7,
2016-10-05,29.2,26.1,32.8,6.9,,35,12.2,,1009.4,432
2016-10-06,28.6,25,30.6,23.4,,345,20.2,,1003.5,
2016-10-07,28.4,26.7,32.8,0,,238,19.1,,1005.4,419
2016-10-08,29.2,26.7,33.3,0,,,10.8,,1010.6,510
2016-10-09,28.8,25.6,32.2,0,,,13.7,,1014.1,500
2016-10-10,26.7,23.9,30,0,,18,16.6,,1017.1,
2016-10-11,27.8,25,30.6,0.3,,45,18.4,,1016.8,638
2016-10-12,27.1,23.9,30.6,3.8,,20,11.9,,,170
2016-10-13,27.5,25,31.1,0,,40,16.6,,1014.9,317
2016-10-14,27.9,25.6,31.1,0,,,15.1,,1017.4,445
2016-10-15,27.9,23.9,31.1,62.5,,66,15.5,,1017.3,
2016-10-16,26.4,24.4,30.6,29.7,,66,16.6,,1014.5,227
2016-10-17,27.9,26.1,30.6,0,,60,17.3,,1012.8,494
2016-10-18,26.8,23.9,31.1,3.8,,,13.7,,1013.7,310
2016-10-19,27.4,25,31.1,0,,48,16.9,,1014,538
2016-10-20,25.7,22.8,29.4,13.5,,,8.6,,1011.8,196
2016-10-21,25.6,22.2,30.6,0,,302,9.4,,1009.9,592
2016-10-22,25.1,21.1,27.8,0,,317,11.2,,1013.7,640
2016-10-23,23.3,19.4,28.3,0,,13,13.7,,1019.5,501
2016-10-24,25.6,21.1,28.3,0,,33,12.2,,1020.6,219
2016-10-25,24.9,22.2,27.8,0,,35,14.8,,1019.6,434
2016-10-26,26.3,21.7,30,15,,56,21.2,,1019.5,
2016-10-27,23.9,20,27.2,31,,62,20.9,,1018.4,
2016-10-28,25.2,22.8,27.2,6.9,,55,22,,1016.8,10
2016-10-29,25.8,23.9,27.2,16,,55,21.6,,1016.1,
2016-10-30,25.9,23.9,27.8,22.9,,52,18,,1015.9,28
2016-10-31,25.9,23.9,27.8,0,,46,16.6,,1015.2,82
2016-11-01,25.2,22.2,27.8,0,,53,17.3,,1017.6,433
2016-11-02,26.2,24.4,29.4,0.5,,68,19.4,,1019.4,374
2016-11-03,24.4,21.1,26.1,4.6,,,5.8,,1019.1,36
2016-11-04,23.9,20.6,28.3,0,,,7.2,,1017.1,372
2016-11-05,22.9,20.6,27.8,10.9,,,7.6,,1017.6,226
2016-11-06,23.2,20,27.2,0.8,,31,13.3,,1018.9,245
2016-11-07,24.4,22.2,26.7,0,,53,18,,1019.5,66
2016-11-08,24.2,21.7,27.2,0,,53,13.7,,1019.1,456
2016-11-09,24.1,21.7,27.2,0,,,8.3,,1016.8,364
2016-11-10,23.7,20,28.3,0,,,5.8,,1018.1,367
2016-11-11,23.8,18.9,28.3,0,,,7.2,,1017.4,536
2016-11-12,23,18.9,27.8,0,,,6.1,,1017.3,525
2016-11-13,23.4,18.9,27.2,0,,,7.6,,1017.7,447
2016-11-14,23.3,19.4,27.2,0,,,4.7,,,108
2016-11-15,23.6,20,27.2,5.6,,,6.5,,1013.3,51
2016-11-16,21.8,17.8,27.2,0,,347,11.9,,1013,531
2016-11-17,21.8,18.3,27.2,0,,,12.2,,1017.1,291
2016-11-18,23.6,21.1,26.7,0,,,11.9,,1019.6,
2016-11-19,22.8,19.4,27.2,0,,336,9,,1019.1,244
2016-11-20,21.4,17.2,25.6,0,,323,10.8,,1018.5,499
2016-11-21,19.3,14.4,25,0,,,6.8,,1018.7,536
2016-11-22,20.3,15.6,26.1,0,,27,9.7,,1019.6,331
2016-11-23,23.1,18.3,27.2,0,,82,16.6,,1020.6,511
2016-11-24,24.8,22.8,27.8,0,,86,18.7,,1021.3,198
2016-11-25,24.6,20,27.8,0,,65,13.3,,1021.3,
2016-11-26,23.6,20,27.8,1,,7,6.8,,1019,231
2016-11-27,22.3,17.8,26.7,0,,,13.7,,1017.1,257
2016-11-28,23.7,21.1,27.2,0,,90,23,,1015.6,222
2016-11-29,24.7,22.8,28.3,0.5,,117,22,,1015.5,
2016-11-30,25,23.3,27.8,0,,127,19.1,,1015.6,212
2016-12-01,25.4,23.3,28.9,2.3,,138,11.9,,1015.2,
2016-12-02,24.7,23.3,28.3,4.6,,,9.4,,1017.2,36
2016-12-03,24.4,22.8,26.7,0,,52,15.1,,1018.3,357
2016-12-04,24.4,22.8,27.2,0,,103,19.1,,1017.5,280
2016-12-05,25.3,23.9,27.8,0,,138,18,,,105
2016-12-06,26.3,24.4,30.6,0,,185,15.8,,1014.7,187
2016-12-07,26.1,23.9,29.4,0,,,6.5,,1016.8,
2016-12-08,24.9,22.2,29.4,21.3,,,6.1,,,94
2016-12-09,22.4,16.7,25,0,,353,13.7,,1021.3,120
2016-12-10,19.2,16.7,22.2,20.3,,15,14.4,,1023,
2016-12-11,22.4,20,25.6,5.6,,84,20.5,,1021.5,101
2016-12-12,24,21.1,27.2,0,,,9.7,,1019.2,
2016-12-13,24.5,21.7,30,0,,,5,,1018.1,314
2016-12-14,26.2,21.7,30.6,0,,,6.1,,1017.8,256
2016-12-15,24.1,20.6,28.3,0,,,9,,1018.7,246
2016-12-16,24,20,27.8,0,,,14.8,,1021,232
2016-12-17,26,24.4,29.4,1,,109,20.5,,1020.7,115
2016-12-18,27.2,26.1,30,0,,125,19.1,,1021.7,216
2016-12-19,27.3,25,30.6,0,,102,16.9,,1025,303
2016-12-20,26.1,22.2,29.4,0.3,,,8.6,,1023.5,103
2016-12-21,23.9,21.7,26.7,0,,,11.9,,1020.9,231
2016-12-22,22.8,19.4,28.3,0,,,9.4,,1020.7,
2016-12-23,24.6,22.8,28.3,3.8,,,14,,1021.9,
2016-12-24,26.1,23.3,29.4,0,,95,16.6,,1022.6,306
2016-12-25,26.1,22.8,29.4,0,,85,21.6,,1023,277
2016-12-26,26.3,23.9,28.9,0,,89,25.2,,1024.4,
2016-12-27,25.9,22.8,28.9,0,,103,14,,1022.7,372
2016-12-28,24.7,20,28.3,0,,,7.6,,1020.5,393
2016-12-29,24.3,20,29.4,0,,,5.4,,1018.4,416
2016-12-30,20.8,15,22.8,0,,339,14.4,,1021,353
2016-12-31,18.6,13.3,26.1,0,,70,12.6,,1022.2,347
2017-01-01,24.6,21.7,28.3,0,,117,15.8,,1021.3,151
2017-01-02,26.5,25,29.4,0,,117,19.8,,1020.8,152
2017-01-03,26.4,22.8,30,17.5,,157,12.2,,,172
2017-01-04,24.5,22.8,28.3,4.1,,232,9.7,,,44
2017-01-05,23.5,18.3,27.8,0,,,6.1,,1013.5,378
2017-01-06,22.3,16.7,28.3,0,,,8.6,,1015.7,200
2017-01-07,25.3,12.2,30.6,15,,230,17.3,,,163
2017-01-08,15.1,10.6,21.1,0,,342,20.9,,1027.7,451
2017-01-09,15.9,11.1,22.8,0,,23,15.5,,1030.6,244
2017-01-10,20.9,17.8,25,0.3,,,16.6,,1027.7,
2017-01-11,22.3,19.4,26.1,0.8,,79,19.8,,1025.5,166
2017-01-12,23.9,21.7,27.2,0,,87,18.7,,1025.4,142
2017-01-13,24.2,22.2,27.8,0,,81,19.1,,1027,
2017-01-14,23.4,20,26.1,1.5,,,14.8,,1026.3,88
2017-01-15,24.2,20.6,28.3,0,,,16.2,,1023.5,128
2017-01-16,24.9,22.2,28.3,0,,100,19.8,,1022.8,232
2017-01-17,24.4,20.6,28.3,0,,110,13,,1023,354
2017-01-18,23.8,18.9,28.3,0,,,7.6,,1021.2,
2017-01-19,23.1,18.9,28.9,0,,,7.9,,1017.5,
2017-01-20,23.2,18.3,28.3,0,,,6.5,,1015.7,
2017-01-21,23.4,17.8,28.9,0,,,9.7,,1014.2,
2017-01-22,26,23.9,30.6,0,,185,24.5,,1008.2,
2017-01-23,25,20,26.7,30.5,,252,23,,,
2017-01-24,21.4,17.2,26.7,0,,278,12.2,,1012.4,
2017-01-25,20.9,15,26.7,0,,,6.1,,1017,
2017-01-26,23.1,17.8,29.4,0,,,10.4,,1017.9,
2017-01-27,23.8,19.4,29.4,0,,257,10.4,,1017.5,338
2017-01-28,19.8,14.4,23.9,0,,342,10.8,,1018.8,419
2017-01-29,15.7,11.7,18.9,16.8,,324,8.6,,1019.9,
2017-01-30,16.3,10.6,22.8,0,,,5.8,,1021.9,
2017-01-31,17.8,12.8,23.9,0,,,9,,1023.6,
2017-02-01,20.4,14.4,26.1,0,,,7.6,,1022.1,494
2017-02-02,21.8,17.8,26.7,0,,,8.6,,1021.5,271
2017-02-03,22.8,18.9,27.8,0,,,6.1,,1021.1,254
2017-02-04,22.6,18.3,27.8,0,,27,9.7,,1021.4,312
2017-02-05,22.9,18.3,27.2,0,,,6.5,,1020.8,484
2017-02-06,22.8,18.3,27.8,0,,,12.2,,1020.5,
2017-02-07,24.2,21.7,27.2,0,,,15.1,,1017.7,376
2017-02-08,24.6,20,30.6,0,,,10.1,,1015.4,559
2017-02-09,23.8,19.4,30,0,,260,11.9,,1018.1,279
2017-02-10,22.1,17.2,25,0,,22,14.4,,1025.2,562
2017-02-11,22,18.3,25.6,0,,92,13.3,,1024.9,549
2017-02-12,21.8,16.7,26.7,0,,,7.6,,1022,518
2017-02-13,21.8,17.2,27.2,0,,274,8.6,,1018.2,518
2017-02-14,22.4,18.3,28.3,0,,,7.9,,1015.4,487
2017-02-15,23,17.2,28.9,0,,,15.5,,1013,420
2017-02-16,22.7,16.1,25.6,0,,,15.1,,1014.8,257
2017-02-17,18.9,13.9,25,0,,59,10.4,,1018,383
2017-02-18,21.3,16.7,26.7,0,,,9,,1017,230
2017-02-19,24,19.4,30,0,,,9.7,,1017,431
2017-02-20,22.4,20,26.7,0,,,10.4,,1018.9,352
2017-02-21,21.2,19.4,26.1,0,,,13.3,,1017,139
2017-02-22,20.2,17.8,23.9,33,,165,13.3,,1007.6,32
2017-02-23,20.7,17.2,26.7,0,,237,11.9,,1004.2,505
2017-02-24,21.4,16.7,28.3,0,,,7.9,,,388
2017-02-25,22.9,18.3,30,0,,,8.3,,1012.6,436
2017-02-26,23.2,18.9,28.3,0,,20,13.3,,1018.5,530
2017-02-27,25,23.3,28.3,0.3,,95,21.2,,1022.4,326
2017-02-28,25.4,23.3,28.3,0,,103,20.9,,1023.3,482
2017-03-01,24.9,22.2,28.3,0,,113,15.1,,1020,422
2017-03-02,24.6,20.6,29.4,4.6,,,8.6,,1018.4,238
2017-03-03,23.3,19.4,27.2,0,,5,17.3,,1022.9,258
2017-03-04,22.6,21.1,25,0,,58,23.8,,1026.6,419
2017-03-05,21.9,20.6,24.4,0,,69,30.6,,1026.5,439
2017-03-06,21.8,20,25,0,,77,27.7,,1025.7,158
2017-03-07,22.4,20.6,26.1,0,,103,24.5,,1025,
2017-03-08,23.1,19.4,26.7,0,,107,15.5,,1024.8,587
